MSN,YYYYMM,Value,Column_Order,Description,Unit
TXCCBUS,200009,225.321,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200010,265.475,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200011,384.835,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200012,600.124,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200013,4278.047,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200101,628.893,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200102,528.742,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200103,479.99,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200104,342.501,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200105,234.6,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200106,205.322,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200107,205.743,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200108,208.547,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200109,212.406,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200110,265.914,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200111,317.372,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200112,454.671,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200113,4084.327,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200201,544.014,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200202,494.28,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200203,465.321,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200204,340.399,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200205,261.962,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200206,210.759,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200207,206.114,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200208,205.703,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200209,209.254,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200210,278.918,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200211,384.989,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200212,530.227,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200213,4131.668,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200301,653.081,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200302,597.861,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200303,494.767,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200304,348.414,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200305,255.916,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200306,207.221,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200307,209.086,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200308,207.807,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200309,217.247,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200310,262.667,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200311,342.339,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200312,502.048,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200313,4297.92,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200401,634.766,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200402,590.824,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200403,453.93,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200404,340.023,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200405,247.306,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200406,211.742,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200407,204.425,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200408,206.146,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200409,204.497,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200410,257.124,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200411,347.977,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200412,533.07,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200413,4231.729,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200501,587.085,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200502,516.727,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200503,477.292,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200504,321.611,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200505,247.895,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200506,211.459,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200507,201.12,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200508,204.405,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200509,196.009,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200510,238.332,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200511,322.954,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200512,526.863,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200513,4051.226,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200601,496.236,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200602,490.537,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200603,447.155,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200604,296.65,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200605,228.203,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200606,196.765,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200607,184.19,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200608,189.754,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200609,195.522,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200610,255.876,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200611,329.953,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200612,436.018,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200613,3746.612,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200701,526.394,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200702,575.158,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200703,447.193,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200704,324.707,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200705,223.744,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200706,191.446,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200707,179.792,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200708,188.365,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200709,188.084,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200710,227.141,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200711,341.444,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200712,509.312,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200713,3922.39,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200801,593.367,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200802,569.137,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200803,474.418,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200804,328.376,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200805,242.328,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200806,197.774,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200807,190.874,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200808,186.942,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200809,185.937,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200810,252.189,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200811,351.219,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200812,525.937,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200813,4097.992,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200901,629.408,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200902,522.008,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200903,451.469,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200904,323.939,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200905,227.259,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200906,191.567,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200907,190.323,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200908,193.643,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200909,199.206,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200910,267.978,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200911,323.458,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200912,532.456,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,200913,4052.174,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201001,613.252,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201002,544.549,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201003,416.764,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201004,275.787,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201005,224.448,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201006,196.466,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201007,180.835,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201008,185.113,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201009,187.576,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201010,254.059,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201011,361.694,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201012,576.061,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201013,4016.065,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201101,630.481,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201102,525.647,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201103,441.889,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201104,292.054,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201105,217.813,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201106,193.136,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201107,187.618,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201108,204.434,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201109,208.651,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201110,280.492,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201111,367.384,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201112,501.059,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201113,4050.195,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201201,544.729,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201202,470.636,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201203,336.297,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201204,268.365,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201205,209.065,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201206,189.449,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201207,182.576,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201208,199.169,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201209,198.878,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201210,272.043,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201211,376.004,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201212,467.475,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201213,3714.39,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201301,568.069,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201302,509.89,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201303,470.839,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201304,308.44,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201305,217.695,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201306,179.39,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201307,181.485,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201308,185.149,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201309,191.096,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201310,256.876,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201311,405.565,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201312,546.983,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TXCCBUS,201313,4021.35,"3","Primary Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,194913,3668.816,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195013,3893.298,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195113,3873.226,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195213,3873.385,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195313,3770.982,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195413,3732.921,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195513,3895.14,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195613,4022.859,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195713,3960.787,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195813,4119.156,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,195913,4372.186,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196013,4609.4,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196113,4727.663,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196213,5036.386,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196313,5250.646,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196413,5465.993,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196513,5845.423,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196613,6324.047,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196713,6899.205,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196813,7329.032,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,196913,7833.219,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197013,8346.295,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197113,8720.954,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197213,9183.416,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197301,1079.31,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197302,1001.92,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197303,884.437,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197304,735.461,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197305,696.114,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197306,687.473,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197307,693.949,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197308,706.301,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197309,651.041,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197310,693.462,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197311,800.97,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197312,914.274,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197313,9542.957,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197401,1039.088,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197402,907.821,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197403,863.512,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197404,754.176,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197405,688.286,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197406,655.169,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197407,703.241,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197408,688.995,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197409,645.205,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197410,706.494,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197411,773.723,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197412,969.399,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197413,9393.324,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197501,990.791,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197502,920.136,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197503,892.445,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197504,823.414,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197505,698.717,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197506,686.931,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197507,715.817,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197508,717.022,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197509,657.008,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197510,692.031,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197511,737.377,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197512,962.577,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197513,9492.492,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197601,1118.587,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197602,971.029,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197603,890.242,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197604,753.23,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197605,715.556,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197606,724.307,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197607,745.448,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197608,736.425,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197609,685.272,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197610,733.104,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197611,897.928,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197612,1093.165,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197613,10063.334,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197701,1223.633,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197702,1018.84,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197703,878.851,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197704,752.308,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197705,734.629,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197706,741.922,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197707,785.466,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197708,771.813,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197709,721.805,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197710,736.815,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197711,809.447,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197712,1033.847,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197713,10207.599,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197801,1130.769,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197802,1081.65,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197803,1007.467,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197804,775.855,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197805,765.406,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197806,763.584,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197807,793.815,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197808,806.325,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197809,748.418,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197810,763.629,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197811,839.772,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197812,1035.578,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197813,10511.88,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197901,1217.848,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197902,1148.996,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197903,995.691,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197904,829.144,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197905,765.782,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197906,750.387,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197907,780.939,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197908,788.034,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197909,727.181,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197910,779.738,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197911,855.849,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197912,1009.706,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,197913,10648.024,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198001,1102.43,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198002,1061.492,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198003,986.711,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198004,799.022,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198005,750.53,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198006,765.708,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198007,821.063,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198008,804.422,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198009,756.043,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198010,784.572,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198011,878.078,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
TECCBUS,198012,1071.372,"4","Total Energy Consumed by the Commercial Sector","Trillion Btu"
